Delta_1,Delta_2,m1,m2,e_vumps,dqpt,times
0.6,-0.9,0.9,0.1,-0.243878660475,1,"[4.61,6.01,7.69,8.31,8.56,8.79,8.82,8.93]"
0.6,0.9,0.9,0.1,-0.187359462471,0,[]
-0.6,0.9,0.0,0.1,-0.140250365924,1,[4.26]
-0.6,-0.9,1.1,0.1,-0.295724385951,1,"[4.70,5.50,7.68,8.27,8.50]"
-0.6,0.9,1.1,0.1,-0.205213601349,0,[]
0.6,-0.9,1.1,0.1,-0.221041701309,1,"[4.93,6.12,7.83,8.12,8.83,8.92,9.01,9.10]"
0.6,0.9,1.1,0.1,-0.17643696834,0,[]
-0.6,-0.9,1.2,0.1,-0.279536503442,1,"[4.59,5.72,7.68,8.30,8.32,8.43,8.64]"
-0.6,0.9,1.2,0.1,-0.200317732147,0,[]
0.6,-0.9,1.2,0.1,-0.211328415956,1,"[5.09,6.16,7.93,8.05,8.90,8.96,9.05,9.28]"
0.6,0.9,1.2,0.1,-0.17139084656,0,[]
-0.6,-0.9,1.3,0.1,-0.264767414489,1,"[4.57,5.85,7.68,8.30,8.69,8.83]"
-0.6,0.9,1.3,0.1,-0.195138424837,0,[]
0.6,-0.9,1.3,0.1,-0.202559175628,1,"[5.23,6.20,8.96,8.98,9.34]"
0.6,0.9,1.3,0.1,-0.166628882433,0,[]
-0.6,-0.9,1.4,0.1,-0.251337543656,1,"[4.62,5.95,7.71,8.25,8.58,8.72,8.75,8.92]"
-0.6,0.9,1.4,0.1,-0.189864501829,0,[]
0.6,-0.9,1.4,0.1,-0.194615050585,1,"[5.34,6.23,9.01,9.04,9.39]"
0.6,0.9,1.4,0.1,-0.162145100343,0,[]
-0.6,-0.9,1.5,0.1,-0.239145395183,1,"[4.71,6.02,7.78,8.19,8.70,8.72,8.82,8.95]"
-0.6,0.9,1.5,0.1,-0.184626024921,0,[]
0.6,-0.9,1.5,0.1,-0.187394231046,1,"[5.44,6.26,9.05,9.42]"
-0.6,-0.9,1.0,0.1,-0.313368881112,1,"[7.78,8.16,8.29]"
-0.6,0.9,1.0,0.1,-0.209560314282,0,[]
0.6,-0.9,1.0,0.1,-0.231837885431,1,"[4.75,6.07,7.74,8.25,8.74,8.87,8.99]"
0.6,0.9,1.0,0.1,-0.181764997852,0,[]
-0.7,0.5,0.5,0.5,-0.337768071429,0,[]
0.7,0.7,0.0,0.1,-0.22500433693,0,[]
-0.7,-0.7,0.0,0.5,-0.436537345904,0,[]
0.7,0.7,0.0,0.5,-0.221420730972,1,"[5.03,7.49,8.49]"
-0.7,-0.9,0.1,0.1,-0.476595212896,0,[]
-0.7,0.9,0.1,0.1,-0.133562744861,1,[4.23]
0.7,-0.9,0.1,0.1,-0.399426240537,0,[]
0.7,0.9,0.1,0.1,-0.222830977292,0,[]
0.7,-0.9,0.2,0.1,-0.371088051028,0,[]
0.7,0.9,0.2,0.1,-0.223054221271,0,[]
-0.7,-0.9,0.3,0.1,-0.462335028521,0,[]
-0.7,0.9,0.3,0.1,-0.164810344524,0,[]
0.7,-0.9,0.3,0.1,-0.344685347762,0,[]
0.7,0.9,0.3,0.1,-0.21963766227,0,[]
0.7,-0.9,0.4,0.1,-0.321100963585,0,[]
0.7,0.9,0.4,0.1,-0.214592220217,0,[]
-0.7,-0.9,0.5,0.1,-0.426893903343,0,[]
-0.7,0.9,0.5,0.1,-0.198640981409,0,[]
0.7,-0.9,0.5,0.1,-0.300236876109,1,"[7.72,8.33,8.43]"
0.7,0.9,0.5,0.1,-0.208790061833,0,[]
-0.7,-0.9,0.6,0.1,-0.405586160873,0,[]
-0.7,0.9,0.6,0.1,-0.208071023113,0,[]
0.7,-0.9,0.6,0.1,-0.281806827794,1,"[4.64,5.71,7.65,8.38,8.40,8.63]"
0.7,0.9,0.6,0.1,-0.202694789696,0,[]
-0.7,-0.9,0.7,0.1,-0.383726078101,0,[]
-0.7,0.9,0.7,0.1,-0.213029930077,0,[]
0.7,-0.9,0.7,0.1,-0.26550270596,1,"[4.55,5.87,7.65,8.41,8.50,8.74]"
0.7,0.9,0.7,0.1,-0.196571978373,0,[]
-0.7,-0.9,0.8,0.1,-0.362149687003,0,[]
-0.7,0.9,0.8,0.1,-0.214568829949,0,[]
0.7,-0.9,0.8,0.1,-0.251039152689,1,"[4.56,5.97,7.67,8.35,8.58,8.82]"
0.7,0.9,0.8,0.1,-0.190576733746,0,[]
-0.7,-0.9,0.9,0.1,-0.341406385564,0,[]
-0.7,0.9,0.9,0.1,-0.213620464331,0,[]
0.7,-0.9,0.9,0.1,-0.238164839665,1,"[4.67,6.04,7.71,8.24,8.70,8.77,8.83,8.98]"
0.7,0.9,0.9,0.1,-0.184798000452,0,[]
-0.7,0.9,0.0,0.1,-0.127372134985,1,[4.12]
-0.7,-0.9,1.1,0.1,-0.303627632071,1,"[4.83,5.28,7.72,8.21,8.45]"
-0.7,0.9,1.1,0.1,-0.207074468329,0,[]
0.7,-0.9,1.1,0.1,-0.216348671254,1,"[5.01,6.14,7.89,8.06,8.90,9.01,9.15]"
0.7,0.9,1.1,0.1,-0.174055922408,0,[]
-0.7,0.9,1.2,0.1,-0.202482748705,0,[]
0.7,-0.9,1.2,0.1,-0.207064287722,1,"[5.16,6.18,8.93,8.98,9.34]"
0.7,0.9,1.2,0.1,-0.169120601964,0,[]
-0.7,-0.9,1.3,0.1,-0.271491387087,1,"[4.57,5.79,7.68,8.29,8.64,8.69]"
-0.7,0.9,1.3,0.1,-0.19747300749,0,[]
0.7,-0.9,1.3,0.1,-0.19867613619,1,"[5.29,6.21,9.01,9.37]"
0.7,0.9,1.3,0.1,-0.164473604611,0,[]
-0.7,-0.9,1.4,0.1,-0.257496198522,1,"[4.59,5.90,7.71,8.32,8.59,8.75,8.83]"
-0.7,0.9,1.4,0.1,-0.192272921958,0,[]
0.7,-0.9,1.4,0.1,-0.19107050294,1,"[5.40,6.24,9.03,9.40]"
0.7,0.9,1.4,0.1,-0.160104780108,0,[]
-0.7,-0.9,1.5,0.1,-0.244773272942,1,"[4.66,5.99,7.75,8.20,8.68,8.72,8.79,8.96]"
-0.7,0.9,1.5,0.1,-0.187041638024,0,[]
0.7,-0.9,1.5,0.1,-0.184150546498,1,"[5.48,6.27,9.05,9.08,9.48]"
0.7,0.9,1.5,0.1,-0.156000566736,0,[]
-0.7,-0.9,1.0,0.1,-0.321837252543,1,"[7.92,8.01]"
-0.7,0.9,1.0,0.1,-0.210930918326,0,[]
0.7,-0.9,1.0,0.1,-0.226663043929,1,"[4.83,6.09,7.75,8.22,8.83,8.87,9.02,9.16]"
-0.8,0.5,0.5,0.5,-0.322838624668,0,[]
-0.8,-0.8,0.1,1.0,-0.488886139295,1,[3.9]
-0.8,-0.8,0.1,1.5,-0.506019158064,1,"[1.36,5.43,7.82,9.27,9.45,9.69]"
-0.8,-0.8,0.2,1.5,-0.554066526745,1,"[1.46,5.43,7.77,9.69]"
-0.8,-0.8,0.3,1.0,-0.548671944131,1,[4.03]
-0.8,-0.8,0.3,1.5,-0.603335466795,1,"[1.56,5.44,7.70,7.75,9.70]"
-0.8,-0.8,0.4,1.0,-0.578385136416,0,[]
-0.8,-0.8,0.4,1.5,-0.655933216502,1,"[1.69,5.48,9.73]"
-0.8,-0.8,0.5,1.5,-0.704742753223,0,[]
0.8,0.8,0.0,0.1,-0.214526703995,1,[1.22]
0.8,0.8,0.0,0.3,-0.214526703991,1,"[0.41,6.64]"
0.8,0.8,0.0,0.4,-0.214526703989,1,"[0.31,5.55,9.33]"
-0.8,-0.8,0.0,0.5,-0.45633847168,0,[]
0.8,0.8,0.0,0.5,-0.214526703987,1,"[0.25,4.84,8.18]"
-0.8,-0.8,0.0,0.6,-0.456338471681,0,[]
-0.8,-0.8,0.0,0.7,-0.456338471682,1,[7.61]
-0.8,-0.8,0.0,0.8,-0.456338471683,1,"[4.77,6.33,6.76]"
-0.8,-0.8,0.0,0.9,-0.456338471684,1,[4.26]
-0.8,-0.8,0.0,1.0,-0.456338471684,1,"[3.88,7.49]"
-0.8,-0.8,0.0,1.5,-0.456338471688,1,"[1.28,5.45,7.88,9.08,9.60]"
-0.8,-0.8,0.0,2.0,-0.456338471692,1,"[0.88,2.60,2.94,4.03,6.14,7.87,8.38,9.29]"
-0.8,-0.8,1.5,0.0,-0.204237571203,1,"[4.83,6.02,7.89,8.44,8.75,9.08,9.22]"
-0.8,-0.9,0.1,0.1,-0.478150896578,0,[]
-0.8,0.9,0.1,0.1,-0.116275457372,1,[4.07]
0.8,-0.9,0.1,0.1,-0.390326312152,0,[]
0.8,0.9,0.1,0.1,-0.223658888685,0,[]
-0.8,-0.9,0.2,0.1,-0.475684015601,0,[]
-0.8,0.9,0.2,0.1,-0.125818501628,1,[4.25]
0.8,-0.9,0.2,0.1,-0.361340418813,0,[]
0.8,0.9,0.2,0.1,-0.222424806767,0,[]
-0.8,-0.9,0.3,0.1,-0.468411802419,0,[]
-0.8,0.9,0.3,0.1,-0.141996218899,1,[4.39]
0.8,-0.9,0.3,0.1,-0.335213108915,0,[]
0.8,0.9,0.3,0.1,-0.218080246123,0,[]
-0.8,-0.9,0.4,0.1,-0.454870018033,0,[]
-0.8,0.9,0.4,0.1,-0.165584354146,0,[]
0.8,-0.9,0.4,0.1,-0.312245868974,1,"[7.91,8.17]"
0.8,0.9,0.4,0.1,-0.21247284983,0,[]
-0.8,-0.9,0.5,0.1,-0.436429407959,0,[]
-0.8,0.9,0.5,0.1,-0.186724000416,0,[]
0.8,-0.9,0.5,0.1,-0.292109592364,1,"[4.83,5.52,7.69,8.30,8.56]"
0.8,0.9,0.5,0.1,-0.206354532622,0,[]
-0.8,-0.9,0.6,0.1,-0.415458969634,0,[]
-0.8,0.9,0.6,0.1,-0.2011245979,0,[]
0.8,-0.9,0.6,0.1,-0.2744156525,1,"[4.58,5.78,7.64,8.40,8.49,8.67]"
0.8,0.9,0.6,0.1,-0.20010669072,0,[]
-0.8,-0.9,0.7,0.1,-0.393575949649,0,[]
-0.8,0.9,0.7,0.1,-0.209412072143,0,[]
0.8,0.9,0.7,0.1,-0.19393892793,0,[]
-0.8,-0.9,0.8,0.1,-0.371763983702,0,[]
-0.8,0.9,0.8,0.1,-0.213135781884,0,[]
0.8,-0.9,0.8,0.1,-0.244988151554,1,"[4.59,6.00,7.68,8.34,8.61,8.77,8.88]"
0.8,0.9,0.8,0.1,-0.18796825883,0,[]
-0.8,-0.9,0.9,0.1,-0.350636219377,0,[]
-0.8,0.9,0.9,0.1,-0.21363436178,0,[]
0.8,-0.9,0.9,0.1,-0.23269326605,1,"[4.73,6.07,7.72,8.25,8.75,8.83,9.01]"
0.8,0.9,0.9,0.1,-0.182257762513,0,[]
-0.8,0.9,0.0,0.1,-0.11098426934,1,[3.90]
-0.8,-0.9,1.1,0.1,-0.311807941329,1,"[7.76,8.15,8.32]"
-0.8,0.9,1.1,0.1,-0.20868355985,0,[]
0.8,-0.9,1.1,0.1,-0.211856014611,1,"[5.09,6.16,8.88,8.94,9.02,9.22]"
0.8,0.9,1.1,0.1,-0.171718934252,0,[]
-0.8,0.9,1.2,0.1,-0.204492995639,0,[]
0.8,-0.9,1.2,0.1,-0.202980530971,1,"[5.23,6.20,8.96,9.02,9.30]"
0.8,0.9,1.2,0.1,-0.166899068772,0,[]
-0.8,0.9,1.3,0.1,-0.199720286347,0,[]
0.8,-0.9,1.3,0.1,-0.19495496879,1,"[5.35,6.23,8.94,9.03,9.31]"
0.8,0.9,1.3,0.1,-0.162369018567,0,[]
-0.8,-0.9,1.4,0.1,-0.263913232134,1,"[4.58,5.85,7.70,8.31,8.55,8.73,8.77]"
-0.8,0.9,1.4,0.1,-0.194641104209,0,[]
0.8,-0.9,1.4,0.1,-0.187671029939,1,"[5.44,6.26,9.03,9.06,9.36]"
-0.8,-0.9,1.5,0.1,-0.250643446646,1,"[4.63,5.95,7.71,8.20,8.64,8.76,8.96]"
-0.8,0.9,1.5,0.1,-0.189449557063,0,[]
0.8,-0.9,1.5,0.1,-0.181036859003,1,"[5.53,6.28,9.06,9.07,9.44]"
0.8,0.9,1.5,0.1,-0.154122438254,0,[]
-0.8,-0.9,1.0,0.1,-0.330576072457,0,[]
-0.8,0.9,1.0,0.1,-0.211907450572,0,[]
0.8,-0.9,1.0,0.1,-0.221709558899,1,"[4.92,6.12,7.79,8.10,8.87,8.95,9.22]"
-0.9,-0.1,0.1,0.1,-0.307253678525,0,[]
-0.9,0.1,0.1,0.1,-0.264371330874,1,[8.48]
0.9,-0.1,0.1,0.1,-0.311094896301,0,[]
0.9,0.1,0.1,0.1,-0.293662158237,0,[]
-0.9,-0.2,0.1,0.1,-0.328694852351,0,[]
-0.9,0.2,0.1,0.1,-0.242930157048,1,[6.97]
0.9,-0.2,0.1,0.1,-0.319811265333,0,[]
0.9,0.2,0.1,0.1,-0.284945789205,0,[]
-0.9,-0.3,0.1,0.1,-0.350136026176,0,[]
-0.9,0.3,0.1,0.1,-0.221488983222,1,[6.24]
0.9,-0.3,0.1,0.1,-0.328527634365,0,[]
0.9,0.3,0.1,0.1,-0.276229420173,0,[]
-0.9,-0.4,0.1,0.1,-0.371577200002,0,[]
-0.9,0.4,0.1,0.1,-0.200047809397,1,[5.70]
0.9,-0.4,0.1,0.1,-0.337244003397,0,[]
0.9,0.4,0.1,0.1,-0.267513051141,0,[]
-0.9,-0.5,0.1,0.1,-0.393018373828,0,[]
-0.9,0.5,0.1,0.1,-0.178606635571,1,[5.23]
0.9,-0.5,0.1,0.1,-0.345960372429,0,[]
0.9,0.5,0.1,0.1,-0.258796682109,0,[]
-0.9,0.5,0.5,0.5,-0.2982975888,1,"[1.97,5.62,9.26]"
-0.9,-0.6,0.1,0.1,-0.414459547653,0,[]
-0.9,0.6,0.1,0.1,-0.157165461745,1,[4.76]
0.9,-0.6,0.1,0.1,-0.354676741461,0,[]
0.9,0.6,0.1,0.1,-0.250080313077,0,[]
-0.9,-0.7,0.1,0.1,-0.435900721479,0,[]
-0.9,0.7,0.1,0.1,-0.13572428792,1,[4.29]
0.9,-0.7,0.1,0.1,-0.363393110493,0,[]
0.9,0.7,0.1,0.1,-0.241363944045,0,[]
-0.9,0.8,0.1,0.1,-0.114283114094,1,[3.91]
0.9,-0.8,0.1,0.1,-0.372109479525,0,[]
0.9,0.8,0.1,0.1,-0.232647575013,0,[]
0.9,0.9,0.1,0.0,-0.19718952423,0,[]
-0.9,-0.9,0.1,0.1,-0.47878306913,0,[]
-0.9,0.9,0.1,0.1,-0.0928419402685,1,"[3.66,10.54,11.24,12.11,12.94]"
0.9,-0.9,0.1,0.1,-0.380825848557,0,[]
0.9,0.9,0.1,0.1,-0.223931205981,0,[]
0.9,0.9,0.1,0.5,-0.330897932986,0,[]
-0.9,-0.9,0.2,0.0,-0.471064376494,0,[]
0.9,0.9,0.2,0.0,-0.188848856922,0,[]
-0.9,-0.9,0.2,0.1,-0.477212250349,0,[]
-0.9,0.9,0.2,0.1,-0.101661162793,1,"[3.92,11.4,11.44,12.66]"
0.9,-0.9,0.2,0.1,-0.35152967351,0,[]
0.9,0.9,0.2,0.1,-0.221344328903,0,[]
0.9,0.9,0.2,0.5,-0.351326216831,0,[]
-0.9,-0.9,0.3,0.0,-0.462743118216,0,[]
0.9,0.9,0.3,0.0,-0.180209143623,0,[]
-0.9,-0.9,0.3,0.1,-0.472210136187,0,[]
-0.9,0.9,0.3,0.1,-0.11478877348,1,"[4.17,11.03,11.82]"
0.9,-0.9,0.3,0.1,-0.325873394937,0,[]
0.9,0.9,0.3,0.1,-0.216207435658,0,[]
0.9,0.9,0.3,0.5,-0.360200603796,0,[]
-0.9,-0.9,0.4,0.0,-0.449575972744,0,[]
0.9,0.9,0.4,0.0,-0.171704274948,0,[]
-0.9,-0.9,0.4,0.1,-0.462789215968,0,[]
-0.9,0.9,0.4,0.1,-0.134525349557,1,[4.41]
0.9,-0.9,0.4,0.1,-0.303621380568,1,"[7.78,8.30,8.33]"
0.9,0.9,0.4,0.1,-0.210151027315,0,[]
0.9,0.9,0.4,0.5,-0.363938036783,0,[]
-0.9,-0.9,0.5,0.0,-0.428911808344,0,[]
0.9,0.9,0.5,0.0,-0.163528357998,0,[]
-0.9,-0.9,0.5,0.1,-0.446705904864,0,[]
-0.9,0.9,0.5,0.1,-0.164382716396,0,[]
0.9,-0.9,0.5,0.1,-0.284253862653,1,"[4.70,5.66,7.66,8.36,8.62]"
0.9,0.9,0.5,0.1,-0.203801117936,0,[]
0.9,-0.9,0.6,0.1,-0.267304903122,1,"[4.55,5.85,7.64,8.43,8.43,8.73]"
0.9,0.9,0.6,0.1,-0.197460986392,0,[]
0.9,-0.9,0.7,0.1,-0.252389245218,1,"[4.55,5.96,7.66,8.32,8.66,8.78,8.83]"
0.9,0.9,0.7,0.1,-0.191289851963,0,[]
-0.9,-0.9,0.8,0.1,-0.381794857812,0,[]
-0.9,0.9,0.8,0.1,-0.210131873032,0,[]
0.9,-0.9,0.8,0.1,-0.239192144361,1,"[4.64,6.03,7.7,8.28,8.71,8.84,8.95]"
0.9,0.9,0.8,0.1,-0.185371606195,0,[]
-0.9,-0.9,0.9,0.1,-0.360206683644,0,[]
-0.9,0.9,0.9,0.1,-0.212746419373,0,[]
0.9,-0.9,0.9,0.1,-0.227455968916,1,"[4.82,6.09,7.75,8.21,8.80,8.87,9.00,9.05]"
0.9,0.9,0.9,0.1,-0.179747377184,0,[]
-0.9,-0.9,0.0,0.1,-0.477272149937,0,[]
-0.9,0.9,0.0,0.1,-0.087917499768,1,[3.49]
0.9,0.9,0.0,0.1,-0.205581586742,0,[]
-0.9,-0.9,0.0,0.2,-0.477272149937,0,[]
0.9,0.9,0.0,0.2,-0.207556742178,1,"[7.02,8.09]"
-0.9,-0.9,0.0,0.3,-0.477272149937,0,[]
0.9,-0.9,0.0,0.3,-0.401990903822,0,[]
0.9,0.9,0.0,0.3,-0.209531897613,1,"[5.39,6.31]"
-0.9,-0.9,0.0,0.4,-0.477272149937,0,[]
0.9,0.9,0.0,0.4,-0.211507053049,1,"[4.47,4.51,5.32,8.71]"
-0.9,-0.9,0.0,0.5,-0.477272149937,0,[]
0.9,0.9,0.0,0.5,-0.213482208485,1,"[3.88,4.67,7.55,7.86]"
0.9,0.9,1000.1,0.1,-0.0502497938091,1,[9.53]
0.9,0.9,1000.0,0.1,-0.0502498187644,1,[9.52]
0.9,0.9,100.0,0.1,-0.052481894915,1,[9.53]
0.9,0.9,10.0,0.1,-0.0732168484178,1,[9.85]
-0.9,-0.9,1.1,0.1,-0.320285463426,1,"[7.89,8.03]"
-0.9,0.9,1.1,0.1,-0.209954536978,0,[]
0.9,-0.9,1.1,0.1,-0.207555032267,1,"[5.17,6.18,8.94,8.98,9.28]"
0.9,0.9,1.1,0.1,-0.169429299342,0,[]
-0.9,-0.9,1.2,0.1,-0.302317198125,1,"[4.79,5.27,7.7,8.23,8.43]"
-0.9,0.9,1.2,0.1,-0.206295154886,0,[]
0.9,-0.9,1.2,0.1,-0.199068833027,1,"[5.29,6.21,8.99,9.03,9.33]"
0.9,0.9,1.2,0.1,-0.164727994965,0,[]
-0.9,-0.9,1.3,0.1,-0.285761374012,1,"[4.61,5.61,7.68,8.27,8.37,8.43,8.56]"
-0.9,0.9,1.3,0.1,-0.201845522407,0,[]
0.9,-0.9,1.3,0.1,-0.191387948073,1,"[5.40,6.24,8.99,9.03,9.38]"
-0.9,-0.9,1.4,0.1,-0.270598090535,1,"[4.58,5.79,7.68,8.29,8.61,8.67,8.71]"
-0.9,0.9,1.4,0.1,-0.196945762049,0,[]
0.9,-0.9,1.4,0.1,-0.184409576292,1,"[5.49,6.27,9.06,9.46]"
0.9,0.9,1.4,0.1,-0.156176756478,0,[]
-0.9,-0.9,1.5,0.1,-0.256765379013,1,"[4.60,5.90,7.72,8.31,8.37,8.70,8.73,8.83]"
-0.9,0.9,1.5,0.1,-0.19183404309,0,[]
0.9,-0.9,1.5,0.1,-0.178046796769,1,"[5.56,6.29,9.10,9.49]"
0.9,0.9,1.5,0.1,-0.152293712277,0,[]
-0.9,-0.9,1.0,0.1,-0.33962408122,0,[]
-0.9,0.9,1.0,0.1,-0.212338704928,0,[]
0.9,-0.9,1.0,0.1,-0.21696874066,1,"[5.01,6.14,7.87,8.08,8.83,8.91,9.00,9.15]"
0.9,0.9,1.0,0.1,-0.174433026172,0,[]
0.9,0.9,20.0,0.1,-0.0620499192258,1,"[9.66,10.48,10.71]"
0.9,0.9,30.0,0.1,-0.0581327797928,1,"[9.58,10.55,10.58]"
0.9,0.9,3.0,0.1,-0.114880787126,0,[]
0.9,0.9,40.0,0.1,-0.0561370567042,1,"[9.59,10.51,10.84]"
0.9,0.9,60.0,0.1,-0.0541164152158,1,"[9.59,10.49,10.60]"
0.9,0.9,7.0,0.1,-0.0821119909065,0,[]
0.9,0.9,80.0,0.1,-0.0530967191581,1,"[9.52,10.46,10.66]"
-0.9,0.0,0.1,0.1,-0.285812504699,0,[]
0.9,0.0,0.1,0.1,-0.302378527269,0,[]
0.0,-0.2,-0.2,0.5,-0.232372322857,1,"[2.98,8.92]"
0.0,0.5,0.5,0.5,-0.379499380509,0,[]
0.0,-0.9,0.1,0.1,-0.449293906187,0,[]
0.0,0.9,0.1,0.1,-0.200647830036,0,[]
0.0,-0.9,0.2,0.1,-0.431828113108,0,[]
0.0,0.9,0.2,0.1,-0.211265759132,0,[]
0.0,-0.9,0.3,0.1,-0.409650712913,0,[]
0.0,0.9,0.3,0.1,-0.217289510781,0,[]
0.0,-0.9,0.4,0.1,-0.386054504964,0,[]
0.0,0.9,0.4,0.1,-0.219585044091,0,[]
0.0,-0.9,0.5,0.1,-0.362700559032,0,[]
0.0,0.9,0.5,0.1,-0.219049354189,0,[]
0.0,-0.9,0.6,0.1,-0.340465832005,0,[]
0.0,0.9,0.6,0.1,-0.216481429216,0,[]
0.0,-0.9,0.7,0.1,-0.3197809167,1,"[7.92,8.06]"
0.0,0.9,0.7,0.1,-0.212536488384,0,[]
0.0,-0.9,0.8,0.1,-0.300810509529,1,"[4.83,5.41,7.71,8.27,8.48]"
0.0,0.9,0.8,0.1,-0.207722114325,0,[]
0.0,-0.9,0.9,0.1,-0.283562972344,1,"[4.61,5.70,7.67,8.34,8.47,8.61]"
0.0,0.9,0.9,0.1,-0.202414654867,0,[]
0.0,-0.9,1.1,0.1,-0.253877265302,1,"[4.58,5.94,7.69,8.32,8.47,8.63,8.77,8.89]"
0.0,0.9,1.1,0.1,-0.191313389226,0,[]
0.0,-0.9,1.2,0.1,-0.24117637108,1,"[4.66,6.02,7.72,8.27,8.67,8.75,8.81,8.96]"
0.0,0.9,1.2,0.1,-0.185829508618,0,[]
0.0,-0.9,1.3,0.1,-0.229714859438,1,"[4.80,6.08,7.78,8.17,8.79,8.86,9.05,9.08]"
0.0,0.9,1.3,0.1,-0.180510756055,0,[]
0.0,-0.9,1.4,0.1,-0.2193574387,1,"[4.96,6.13,7.90,8.02,8.91,9.01,9.21]"
0.0,0.9,1.4,0.1,-0.175404809108,0,[]
0.0,-0.9,1.5,0.1,-0.209979605083,1,"[5.11,6.17,8.92,8.94,9.02,9.21]"
0.0,0.9,1.5,0.1,-0.170537466111,0,[]
0.0,-0.9,1.0,0.1,-0.267959452625,1,"[4.56,5.84,7.66,8.37,8.54,8.73]"
0.0,0.9,1.0,0.1,-0.196883113226,0,[]
1.1,0.9,1.0,0.1,-0.169762536407,0,[]
1.1,0.9,2.0,0.1,-0.13350639089,0,[]
1.1,0.9,3.0,0.1,-0.113313218664,1,"[10.95,11.42]"
1.1,0.9,4.0,0.1,-0.100789060158,1,"[10.69,11.5,13.02,13.43]"
1.1,0.9,5.0,0.1,-0.0923357494699,1,"[10.56,11.56,11.90,12.52]"
1.1,0.9,6.0,0.1,-0.0862679606791,1,"[10.50,11.54,11.95,12.50,13.02,13.57]"
1.1,0.9,7.0,0.1,-0.0817088773327,1,"[10.42,11.53,11.91,12.75]"
1.1,0.9,8.0,0.1,-0.0781614886416,1,"[10.43,11.54,11.95,12.85,13.05,13.51]"
1.1,0.9,9.0,0.1,-0.0753243175687,1,"[9.91,10.31,10.38,11.42,11.99,12.79,13.81]"
1.3,0.9,1.0,0.1,-0.165295341157,0,[]
1.3,0.9,2.0,0.1,-0.131017142147,0,[]
1.3,0.9,3.0,0.1,-0.111815415376,1,"[10.79,11.50]"
1.3,0.9,4.0,0.1,-0.0998044277492,1,"[10.70,11.57,12.01,12.09,]"
1.3,0.9,5.0,0.1,-0.0916434157178,1,"[10.59,11.55,11.81,12.30,13.14,13.35]"
1.3,0.9,6.0,0.1,-0.0857560803322,1,"[10.50,11.44,13.04,13.68]"
1.3,0.9,7.0,0.1,-0.0813156419106,1,"[10.48,11.40,12.18,12.81,13.03,13.61]"
1.3,0.9,8.0,0.1,-0.0778502118971,1,"[10.49,11.40,12.01,12.82,13.10,13.72]"
1.3,0.9,9.0,0.1,-0.0750719351588,1,"[9.92,10.27,10.44,11.26,11.42,12.04,12.86,13.12,13.62,13.82]"
1.5,0.9,1.0,0.1,-0.161042705678,0,[]
1.5,0.9,2.0,0.1,-0.12865661456,0,[]
1.5,0.9,3.0,0.1,-0.110383162216,1,"[10.92,11.31]"
1.5,0.9,4.0,0.1,-0.0988560531803,1,"[10.67,11.44,12.99,13.50]"
1.5,0.9,5.0,0.1,-0.0909728881627,1,"[10.57,11.62,11.79,12.30]"
1.5,0.9,6.0,0.1,-0.085258231745,1,"[10.52,11.48,11.85]"
1.5,0.9,7.0,0.1,-0.0809319306402,1,"[10.35,11.44]"
1.5,0.9,8.0,0.1,-0.0775456808712,1,"[10.04,10.20,10.43,11.53,11.84,12.8,13.01,13.51]"
1.5,0.9,9.0,0.1,-0.0748244982876,1,"[9.92,10.34,10.43,11.51,11.75,12.84,13.06,13.62]"
1.7,0.9,1.0,0.1,-0.157007606118,0,[]
1.7,0.9,2.0,0.1,-0.126416716416,0,[]
1.7,0.9,3.0,0.1,-0.109012540261,1,"[10.79,11.56]"
1.7,0.9,4.0,0.1,-0.0979420456192,1,"[10.62,11.46,13.16,13.43]"
1.7,0.9,5.0,0.1,-0.0903231775499,1,"[10.56,11.43,13.00,13.65]"
1.7,0.9,6.0,0.1,-0.0847738555467,1,"[10.44,11.53,13.12,13.59]"
1.7,0.9,7.0,0.1,-0.0805574059948,1,"[10.50,11.49,11.79,12.82,]"
1.7,0.9,8.0,0.1,-0.0772476807548,1,"[9.98,10.27,10.37,11.50,12.06,12.98,13.15]"
1.7,0.9,9.0,0.1,-0.0745818641186,1,"[9.92,10.35,10.41,11.22,11.46,11.50,11.81,12.86,12.95,13.77]"
1.9,0.9,1.0,0.1,-0.153187383024,0,[]
1.9,0.9,2.0,0.1,-0.124289778129,0,[]
1.9,0.9,3.0,0.1,-0.107699906249,1,"[10.78,11.48]"
1.9,0.9,4.0,0.1,-0.0970606372055,1,"[10.58,11.51]"
1.9,0.9,5.0,0.1,-0.0896933518583,1,"[10.54,11.45,13.09,13.58]"
1.9,0.9,6.0,0.1,-0.0843024211367,1,"[10.52,11.43,12.12,12.62,13.08,13.44]"
1.9,0.9,7.0,0.1,-0.0801917459864,1,"[10.48,11.36,11.53,11.93,12.81,12.94,13.57]"
1.9,0.9,8.0,0.1,-0.076956005668,1,"[10.02,10.27,10.41,11.28,11.43,12.27,12.76,12.96,13.78]"
1.9,0.9,9.0,0.1,-0.0743438952175,1,"[9.90,10.37,10.39,11.48,11.98,12.92,13.02,13.75,13.86]"
1.0,0.9,1.0,0.1,-0.172073487656,0,[]
1.0,0.9,3.0,0.1,-0.11408800667,0,[]
1.0,0.9,4.0,0.1,-0.101295600001,1,"[10.68,11.69]"
