t,r0,r1,r2
0.0,-1.99840144432528e-15,1.43080691595965,1.43080880660459
0.01,2.17635121234262e-05,1.43086988010475,1.43087832557864
0.02,8.70548039454809e-05,1.43103598774419,1.43107480085984
0.03,0.000195875406539457,1.43126170237902,1.43135456642288
0.04,0.000348227493631925,1.43154455843636,1.43168874084639
0.05,0.000544114017316494,1.431890915833,1.43207440427504
0.06,0.000783538825714179,1.43230672107777,1.43251612203808
0.07,0.00106650733838637,1.43280811270516,1.43301902976893
0.08,0.00139302546556343,1.43339605777674,1.43358672139365
0.09,0.00176309553722343,1.43402520416064,1.43421980451239
0.1,0.00217672443652046,1.43472863271065,1.43492113852655
0.11,0.00263392025849775,1.43551563965122,1.4356921862825
0.12,0.00313469258531352,1.43638578467935,1.43653390186705
0.13,0.00367905131491769,1.43734031490337,1.43744709813848
0.14,0.00426700659006827,1.43838119709985,1.43843244028088
0.15,0.00489856835148242,1.43949048029691,1.43950988791087
0.16,0.00557374719533019,1.44062170402176,1.44072692478086
0.17,0.00629255290087965,1.44182656225328,1.44203233822769
0.18,0.00705499508220927,1.44310544441149,1.44342665451936
0.19,0.00786108267304264,1.44445881810448,1.44491186709103
0.2,0.00871082451612037,1.44588717749234,1.44649162130185
0.21,0.00960422918059854,1.44739099122727,1.44816925312822
0.22,0.0105413067761906,1.44897075841101,1.44994486826831
0.23,0.011522067552065,1.45062702799893,1.45181506980396
0.24,0.012546521480965,1.45236038195956,1.45377538539996
0.25,0.013614676680447,1.45417143547496,1.4558220621811
0.26,0.0147265405778372,1.45606084453564,1.45795220108784
0.27,0.0158821190045408,1.45802929212554,1.46016298348445
0.28,0.017081416483101,1.46007748812961,1.46245103010614
0.29,0.0183244356024372,1.46220618611286,1.46481235060292
0.3,0.0196111779447633,1.46441616712204,1.46724283245772
0.31,0.0209416426478008,1.46670825152537,1.46973885509265
0.32,0.022315827296649,1.46908329704681,1.47229773518919
0.33,0.0237337264152786,1.47154221185515,1.47491788022307
0.34,0.0251953325323427,1.47408594232528,1.47759872057481
0.35,0.0267006349020415,1.47671549084621,1.48034053335272
0.36,0.0282496194191173,1.47943191288915,1.48314422811549
0.37,0.0298422686098286,1.48223632719385,1.48601113738177
0.38,0.0314785610496477,1.48512992034459,1.48894286968643
0.39,0.0331584711306817,1.48811395009688,1.49194119850577
0.4,0.0348819685839904,1.49118976194203,1.49500797991274
0.41,0.0366490181819903,1.49435879393685,1.49814510844483
0.42,0.0384595794709211,1.49762259333196,1.50135449613496
0.43,0.0403136058790573,1.50098283671315,1.50463805898379
0.44,0.0422110450482083,1.50444134391615,1.50799771167818
0.45,0.0441518377024021,1.50800011379925,1.51143535286605
0.46,0.0461359176679758,1.51166134649012,1.51495286195888
0.47,0.0481632108097993,1.51542748648256,1.51855208346258
